answer	predicted	pred_prob
-1	1	0.5618219528399426
-1	-1	0.6940419748269142
-1	-1	0.735547966617031
-1	-1	0.7387239750209407
-1	-1	0.6599722351904309
1	1	0.7386856842152448
-1	-1	0.674285148044826
1	-1	0.7138924038914871
1	-1	0.5068578515218449
-1	1	0.54659420130335
-1	-1	0.6543542817685225
1	1	0.6085039973089034
1	1	0.8565668322426705
-1	-1	0.7132989431292955
-1	-1	0.8485694977922017
1	1	0.6101455696191285
1	1	0.9478171127780934
-1	-1	0.6586396164115342
1	1	0.5803165107755784
-1	-1	0.7151261457491722
1	1	0.825584841614424
-1	-1	0.6073460851690653
1	-1	0.6119270231927227
1	1	0.5080222490378553
-1	-1	0.5869989290029511
1	1	0.8228437170961496
-1	1	0.6300501450106754
-1	1	0.6379246044653305
-1	-1	0.8223014417558483
1	1	0.7582697018980227
-1	-1	0.6506887756141997
1	1	0.815984242115948
1	1	0.542410079249012
1	1	0.7821286935490036
-1	-1	0.8909206286608042
1	1	0.6765305088306993
-1	-1	0.7725367071725011
-1	-1	0.6850151712192558
1	1	0.557478780165704
-1	-1	0.5395772801655866
-1	-1	0.8235531990595393
-1	-1	0.6462028961661193
-1	1	0.5285170065091236
1	1	0.7802343493139361
-1	-1	0.8928188168169683
1	1	0.6651197973966146
-1	-1	0.7664341546630633
1	1	0.7469343034419863
-1	-1	0.6447901214445857
1	-1	0.5593498185581054
-1	-1	0.6823027552823919
-1	-1	0.7885704352408185
-1	-1	0.6366797636858761
1	1	0.5953431731243789
-1	-1	0.5366611652447826
1	1	0.7214694899294513
-1	-1	0.813389184751232
-1	-1	0.5995855662413988
1	1	0.8390120606624971
1	1	0.8171922189587227
-1	-1	0.6831061145111614
1	1	0.8407060760424618
-1	-1	0.7913380437798481
-1	-1	0.7501457067435015
1	1	0.8951721664555126
1	1	0.6342319464066716
1	1	0.6408539018404236
-1	-1	0.693239270448561
-1	-1	0.7134306904827932
1	1	0.6369905519578444
-1	-1	0.5758177743221593
1	1	0.819125328039681
1	1	0.638236905507541
1	1	0.7160679529502171
-1	-1	0.6604135383980184
1	1	0.5877123162011666
-1	-1	0.5544629912647684
-1	-1	0.843606329708353
1	1	0.6177839248256959
-1	-1	0.7751796723136148
-1	-1	0.8819003980813951
1	-1	0.6051160911704769
-1	-1	0.7140062349653424
1	1	0.9249344857660479
1	1	0.5527668999462191
-1	-1	0.7649616832898452
-1	-1	0.7820892761067038
1	1	0.7421772804661961
1	1	0.7417107959611905
-1	1	0.5195822013765973
1	1	0.8432309409487727
-1	-1	0.5569144452085167
1	1	0.7086224227233632
-1	-1	0.6766920721345113
1	1	0.5858204167664697
1	1	0.6732978529599453
1	1	0.7634676574249685
-1	-1	0.5256772192924855
1	1	0.8142196382323098
-1	1	0.5593919152912605
1	1	0.6461180752833825
-1	-1	0.7683429422598991
1	1	0.7657166424453317
1	1	0.6328564135803002
1	1	0.7881359419679005
-1	-1	0.7830112852985072
-1	-1	0.8096642297246133
1	1	0.56308802895143
1	1	0.8291441721593631
-1	-1	0.7366108031764335
1	1	0.7123048933847934
-1	-1	0.8029011780767413
-1	-1	0.5362329651754973
-1	-1	0.8081277419084978
1	1	0.7550094124347191
1	1	0.5557712060779451
1	1	0.6725311765041446
-1	-1	0.6953028564285304
1	1	0.6963849320732561
-1	-1	0.6050628844380002
-1	-1	0.711112325810827
1	1	0.5863304305787611
1	1	0.8140719780906028
1	1	0.630850135415641
-1	-1	0.6136039368850478
1	1	0.6038209218838032
-1	-1	0.856225175483134
-1	-1	0.7379093488533492
1	-1	0.5727186485751476
1	1	0.7155499873656624
1	1	0.8488521152713733
-1	-1	0.7108070597600171
1	1	0.8394715882264615
-1	-1	0.8475251760515393
1	1	0.7989449154424529
-1	-1	0.8810950934218613
1	1	0.5701954924925277
-1	-1	0.7993161564384517
1	1	0.6955648899475075
-1	-1	0.6152430838432679
1	1	0.8300883142680442
-1	-1	0.8705519162484548
-1	-1	0.5474338802370007
-1	-1	0.7263016179690138
-1	-1	0.6556091764638187
-1	1	0.683289833385595
-1	-1	0.7469102276537292
1	1	0.7725031830610752
-1	-1	0.5185114025780863
1	1	0.9023615359886259
-1	-1	0.7321750063857881
-1	1	0.5187351856661009
-1	-1	0.7996397481825918
1	-1	0.572840404027017
1	1	0.7963352679368496
1	1	0.79695614256928
-1	-1	0.8058850327505814
1	1	0.8812751879245658
1	1	0.6922080883208548
1	1	0.8578084596361233
-1	-1	0.7784887253900488
-1	-1	0.5957701098035932
1	1	0.6653904908242452
1	1	0.6156944185920294
-1	-1	0.7785271382668544
-1	-1	0.6268940363261288
-1	-1	0.8224281668814506
1	1	0.6143778180079045
-1	-1	0.867929951759404
1	1	0.8726011597366499
-1	-1	0.634642861026602
1	1	0.6250903192471282
-1	-1	0.8206437803721743
1	-1	0.6046001956423012
1	-1	0.5052717040511002
1	1	0.6030502855285131
1	1	0.5668105627232402
1	-1	0.6095845519034603
-1	-1	0.872991631892697
1	1	0.5800156653662618
1	1	0.5635022697934823
1	1	0.8594715346439111
-1	-1	0.7383641575753255
-1	-1	0.5555685045762757
1	1	0.7280753748128477
-1	-1	0.6559199589607063
-1	-1	0.6957345151599768
1	1	0.5841808119721121
1	1	0.6744039899710279
1	1	0.6436156609100309
-1	1	0.5549061732266776
-1	-1	0.7513998977891225
-1	1	0.5179129486179762
1	1	0.5547282582944187
1	1	0.7474393677549206
-1	-1	0.7574062385300474
1	1	0.744415999836274
-1	1	0.5695090494739236
1	1	0.7558098415039751
1	1	0.7698663056048559
-1	-1	0.8870836089040451
-1	-1	0.5791362231083168
1	1	0.8375886638426827
1	1	0.5073598739135823
-1	-1	0.6105420734727157
1	1	0.5399423836472363
1	1	0.7048423829837207
1	1	0.6675955442390693
1	1	0.5952669431249681
-1	-1	0.6260277148341051
1	1	0.5719597302487983
-1	-1	0.7452718952357515
1	1	0.6302255327482816
1	1	0.925510453333632
-1	-1	0.7223464892063158
-1	-1	0.6791952207475744
-1	-1	0.5694726461485715
-1	-1	0.7803891198795436
-1	-1	0.5084267253053452
-1	-1	0.6909124000870772
1	1	0.6061998952738624
1	1	0.6049521224783753
1	1	0.770320098373268
1	1	0.780008311411678
1	1	0.7521249224899916
1	1	0.5661054651129639
1	1	0.654151202184489
-1	-1	0.7647297500405219
1	1	0.5462780364926215
-1	1	0.512927864719174
-1	-1	0.8046311509378188
1	-1	0.6541561397233631
1	1	0.6610578004221989
1	1	0.9308503551378626
1	1	0.6212518095305709
-1	-1	0.8492223756237387
1	1	0.7787388984460422
1	1	0.8722243129294001
-1	-1	0.5143540732829948
-1	1	0.5364743572871132
-1	-1	0.9195624589971991
1	1	0.7571027609218121
-1	-1	0.7728718942903134
-1	-1	0.7004531242406105
-1	1	0.5030803559562167
1	1	0.7307065243019244
-1	-1	0.6786744986515518
-1	-1	0.8485821512317332
-1	-1	0.5681557385917093
1	1	0.6951888920616036
1	1	0.7251425614149415
-1	1	0.5098470620200863
-1	-1	0.7005020696325737
1	1	0.6543841521528125
1	1	0.7098997164725467
-1	-1	0.9065972175694774
-1	-1	0.6455018472364662
-1	-1	0.8365614691579075
1	1	0.846310279068666
1	1	0.5260806299415479
1	1	0.5942492981426525
-1	-1	0.7129927021614351
1	1	0.6899426439123344
1	1	0.7537270389399501
1	1	0.629317357483889
1	1	0.8317080549259295
1	-1	0.5404402272161744
1	1	0.8458735019185062
-1	-1	0.8223577681856684
-1	-1	0.9005030603111077
-1	1	0.5356018499759421
1	-1	0.5795650582257388
-1	-1	0.6388945642353099
1	1	0.8015174546502181
1	1	0.7176173187709985
1	1	0.6457770639488348
-1	-1	0.6670303370498876
1	1	0.533894801216518
1	1	0.6265815148346159
1	1	0.7062554545447276
1	1	0.7012095279288337
-1	-1	0.7287874433624666
-1	-1	0.7233365391730511
-1	-1	0.5109748980308515
-1	-1	0.7402005576228875
-1	-1	0.836710550341407
1	1	0.6349443365901946
1	1	0.7788154596906044
1	-1	0.5506823319617513
1	1	0.7698633167566008
1	1	0.6708021407259002
-1	-1	0.7177850377331936
-1	-1	0.5082166990171187
1	1	0.6516267935623873
-1	-1	0.7723572251289523
1	1	0.7816931741643822
-1	-1	0.6705104089214929
1	1	0.718785983565871
1	1	0.6514229115200754
1	1	0.8104438523389239
1	1	0.9372385428036283
1	1	0.721831280951366
-1	-1	0.7303969655116143
1	1	0.8852227878879775
-1	-1	0.8181973393026438
1	1	0.7515366140914921
1	1	0.6185493392546961
-1	-1	0.7110222700413364
1	-1	0.5052076722367086
1	1	0.7417282623641204
-1	-1	0.7791444918621007
-1	-1	0.6349183820634996
1	1	0.6773882585357963
1	1	0.9110414244778214
-1	-1	0.7161794077161519
1	1	0.6945866507552553
-1	1	0.6275088095693627
-1	-1	0.6516286010335992
1	1	0.6716202222966671
1	1	0.7752107705962983
1	1	0.6714341683080985
1	1	0.620976687132231
1	1	0.6215799343673664
-1	1	0.5460231520026013
-1	1	0.5935032213550461
-1	1	0.6474188020520187
-1	-1	0.7010800461199126
1	1	0.5563949987694072
1	1	0.7749062162508035
1	1	0.7488155272565358
-1	-1	0.5326395955579807
-1	1	0.6790753431263294
-1	-1	0.6704039439685552
-1	-1	0.6799353634053298
1	1	0.821924372833314
-1	-1	0.7456640733877358
1	1	0.6865212620077791
-1	-1	0.7817416244718003
1	-1	0.5905001069870683
-1	-1	0.6369242162141494
1	1	0.8399212102815192
-1	-1	0.5210018217825676
-1	-1	0.8883532539124775
1	1	0.5376362693900625
1	1	0.6447506891462498
-1	-1	0.5790147559981667
1	1	0.5925438762293891
1	1	0.6304220071853036
1	1	0.6770499679445927
1	1	0.6951324801952734
1	-1	0.6224361208474827
1	1	0.877228036350847
-1	-1	0.6185470151946042
-1	-1	0.7435825254059232
1	1	0.6538916054876549
-1	-1	0.5810982141103308
1	1	0.7811120829950274
-1	-1	0.7071850041520445
-1	-1	0.6394557421457825
-1	-1	0.7333120850800134
-1	-1	0.5337439098641701
-1	-1	0.706878311057576
1	1	0.5132187315535095
-1	-1	0.623521809645483
1	1	0.6930842879514237
-1	-1	0.7949668024229856
1	1	0.7356843696574794
-1	-1	0.5743722653845889
-1	-1	0.8542702204456065
-1	1	0.6523216273321063
1	1	0.746036803390741
1	1	0.510935910551423
1	1	0.6721611123324344
1	-1	0.5268196940784025
1	1	0.8336213203161923
-1	-1	0.5578521031385724
1	1	0.8062499710862886
1	1	0.5447923792859068
1	1	0.9220791036252378
1	-1	0.7129776764693792
-1	-1	0.7538495633569073
-1	1	0.5301943339931858
-1	-1	0.543012464600759
-1	-1	0.6482663600011307
1	1	0.8513293591978106
1	1	0.7987691686871369
1	1	0.6304272509937398
-1	-1	0.8089263579267177
1	1	0.552285194898389
1	1	0.680446489340321
1	1	0.7721614616173131
1	-1	0.513521179550767
1	1	0.5065637937819446
-1	-1	0.6850379782104992
-1	-1	0.5379098214415061
-1	-1	0.6111241413684684
-1	-1	0.7400201832645271
-1	1	0.69394670300763
1	1	0.7606376445288936
1	-1	0.5738241215707383
1	1	0.7385878943019959
-1	-1	0.8117598132597225
-1	1	0.6113435598141882
1	1	0.8690930030379481
1	1	0.6770846890405561
-1	-1	0.6109240067548813
1	1	0.906167070914568
1	1	0.518519607010862
1	1	0.8369479757956565
1	1	0.8156055827178997
-1	-1	0.8477133909528491
1	1	0.6101081928985604
-1	-1	0.6184887859805417
1	1	0.5340783170410929
-1	-1	0.7252334785677256
1	-1	0.5356267511514268
1	1	0.6986490835415
1	1	0.5190987334245627
1	1	0.6794684728936387
-1	-1	0.6969479947434806
-1	-1	0.6806724341986868
1	1	0.9455155628064922
-1	-1	0.6222117494278976
-1	-1	0.6881348088770975
-1	-1	0.6464233898020171
1	1	0.8159488350023917
1	-1	0.5052418691360809
-1	-1	0.6052378144854031
-1	-1	0.5621975214293357
1	1	0.8736954832976608
-1	-1	0.6574829650920396
-1	-1	0.6728061598737418
-1	-1	0.5812755033001762
1	1	0.7639714438397045
1	1	0.6876319989751566
-1	-1	0.8315788367675316
1	-1	0.6613537573169368
1	1	0.7712471519839307
1	1	0.6425858232478977
-1	-1	0.9065027247950972
1	1	0.7693738974994732
-1	1	0.5018289705896033
-1	-1	0.7057841620594418
-1	-1	0.689390589711858
1	1	0.6561133432769152
1	1	0.6793000887351318
1	1	0.8378184450672421
-1	-1	0.8742155775803545
-1	-1	0.626131809572043
-1	-1	0.8221994292289995
1	1	0.7544575495684904
1	1	0.7749356710772327
-1	-1	0.538769938146333
-1	1	0.5378761942225391
-1	-1	0.8330290737280522
-1	-1	0.5377011584851854
1	1	0.7738812774666425
-1	-1	0.8040712435554911
1	1	0.7221584359926442
1	1	0.7758152681701664
-1	-1	0.6357352024914233
1	1	0.9297808283865836
-1	-1	0.8477654259487539
-1	1	0.510127433243574
-1	-1	0.8749244184710724
-1	-1	0.6754419252153425
-1	-1	0.5811219490299537
-1	-1	0.5189382876154418
-1	-1	0.6942080242036401
-1	-1	0.5453712066002385
1	1	0.821620753947938
-1	-1	0.5723929227119908
1	1	0.6625596803828722
-1	-1	0.6547542154812631
-1	-1	0.7511899947514804
-1	-1	0.6299202908489456
1	1	0.8045650546215917
1	1	0.6630615307763302
-1	-1	0.6971704713514775
1	1	0.9260441192227303
-1	-1	0.6651040744843333
1	1	0.6265951040578394
1	1	0.7708983492489518
1	1	0.6671265092848198
-1	-1	0.6867881992328329
-1	-1	0.7818731189195928
1	1	0.5618678552106708
-1	-1	0.7114048333098741
-1	-1	0.8967474088813385
-1	-1	0.5236682438125
-1	1	0.5579456575138484
1	1	0.587015557149674
-1	-1	0.6576439974430119
-1	-1	0.8099673997561696
1	1	0.6070155111560799
1	1	0.6610618665759127
-1	1	0.5817743645243203
-1	-1	0.6990559106290893
-1	-1	0.7707909715526093
1	-1	0.6738104733093768
-1	-1	0.682057666814057
1	-1	0.5666271747279106
1	1	0.7468459943144389
1	1	0.6513253986535192
1	1	0.841711798710597
-1	1	0.5020334918110247
-1	-1	0.7913441548648495
-1	-1	0.7331505599233179
1	1	0.7182118367804047
1	1	0.821522499813946
-1	-1	0.613718523445544
-1	-1	0.769186333466022
-1	-1	0.7430385868056254
-1	-1	0.7733696366187962
1	1	0.6388504606235095
-1	-1	0.5252089793646921
-1	-1	0.8109735700205719
-1	-1	0.5775538164288803
-1	-1	0.6233867921025473
1	1	0.7012960303785266
1	1	0.7872723682805887
-1	-1	0.832214547522385
1	1	0.6457148818175213
-1	-1	0.5239247678130634
1	1	0.8675391357947639
-1	-1	0.9089073043189686
1	1	0.6977479254493392
-1	-1	0.6426638040096055
-1	-1	0.834811862976761
1	1	0.8651849882385255
1	1	0.6240651365158402
1	1	0.7335351208148899
-1	-1	0.6513521671740021
1	1	0.860558227973482
-1	-1	0.7793128235097186
1	1	0.7017422068000704
1	1	0.8587581004634522
-1	-1	0.5235854103508377
1	1	0.6663167414893292
1	1	0.6478316410552146
-1	-1	0.7067722800379461
-1	-1	0.5637342206910054
-1	-1	0.7605452515515587
-1	-1	0.6595108830053904
1	1	0.6072428871574644
1	1	0.7985324224682327
1	1	0.8698105645571436
-1	-1	0.6886767415728834
1	1	0.6320000314557415
-1	1	0.510198230684662
1	1	0.8384465481181906
1	-1	0.6056485604946455
-1	-1	0.7058949293894522
1	1	0.8061363092209399
-1	-1	0.6619268972188925
-1	-1	0.6870375493601513
1	-1	0.5345470463876092
1	1	0.7349066953381962
-1	-1	0.5811592466967617
1	1	0.54208164786299
1	1	0.5507343112781647
1	1	0.857939819406794
-1	-1	0.629213843197818
-1	-1	0.6537928544289875
-1	1	0.5981102868805993
-1	-1	0.7912825509557168
-1	1	0.547796218955959
-1	-1	0.5491829870077738
1	1	0.7611408490257376
-1	-1	0.6268627624530426
-1	-1	0.7503562743252534
1	1	0.564605817827636
-1	-1	0.6558187712827983
1	1	0.8173410960732365
1	1	0.818366581564706
1	1	0.8624163049187157
-1	-1	0.7383225405417291
1	1	0.8251973952892947
1	1	0.5579439642649009
1	1	0.6763763734181771
-1	-1	0.5827820701437909
1	1	0.73182488204589
-1	-1	0.8623725333495006
1	1	0.6263095605894581
1	-1	0.521781793344294
-1	-1	0.6186109276575769
1	1	0.7043865642935568
1	1	0.7050731337980755
1	1	0.8069962277274118
-1	-1	0.6212746660420874
1	1	0.7533974644208855
1	-1	0.5084267253053452
1	1	0.5922181375621515
1	1	0.8233886872258446
1	1	0.8308492172864518
1	1	0.7160661269663797
1	1	0.7302844807239492
1	1	0.8168800226232461
-1	-1	0.5189254070439506
1	1	0.5652852256340899
1	1	0.7400306948566842
1	1	0.6083384935997908
-1	-1	0.62151152041788
-1	-1	0.7091133245371253
-1	-1	0.7528980036517454
1	1	0.7810540317481042
-1	-1	0.5036990593071023
-1	-1	0.7015872992318124
-1	-1	0.6304511465095348
-1	-1	0.5928156667612796
1	1	0.8359831429034796
-1	-1	0.5208568860943328
-1	-1	0.55945846121748
1	-1	0.5225191039298149
1	-1	0.7280390091744483
-1	-1	0.6682081757528365
1	1	0.6951568108113609
1	-1	0.5661855970556633
-1	-1	0.5842334165699071
-1	1	0.5483351527471825
-1	-1	0.7359613879258089
-1	-1	0.7268937166247191
-1	-1	0.7738705386504298
-1	-1	0.725532634998732
-1	-1	0.8783234083620269
-1	-1	0.8094720886453873
1	1	0.5920328320503736
-1	-1	0.7601498675903435
1	-1	0.5805613047952917
1	1	0.8726325063433132
-1	-1	0.7417597802535458
-1	-1	0.6886475429670793
-1	-1	0.5381905201497641
-1	-1	0.861734131231451
-1	-1	0.521715214984412
1	1	0.7508147571218702
1	1	0.6339070411251245
-1	-1	0.586271314291898
-1	1	0.5703865983814959
-1	-1	0.7115058128468223
-1	-1	0.6756636676234207
-1	-1	0.6318113426410837
-1	-1	0.5689850909613188
-1	-1	0.7033853979257662
-1	-1	0.6229862725176505
-1	-1	0.6626033349502938
1	1	0.6068407908463773
-1	1	0.505546601974736
1	1	0.8566143698478924
-1	-1	0.7857219727429485
-1	-1	0.7894863324366008
-1	-1	0.5808604756330115
-1	1	0.5161918528347796
-1	-1	0.7264697625789942
1	1	0.7706060741810924
1	-1	0.539377574913211
-1	-1	0.6883952583179158
-1	-1	0.9427529844670446
1	1	0.8456872194955081
-1	-1	0.701727784267447
1	1	0.8782658815612738
1	1	0.5403129433476476
1	1	0.8439093230167439
1	1	0.6851875247023702
1	1	0.6397055881792106
-1	1	0.6024750365776403
-1	-1	0.6614255478479605
-1	-1	0.8585436562125964
-1	-1	0.7329970995354085
1	1	0.7665297039397057
1	1	0.8356358091052256
-1	-1	0.7062492886244998
1	-1	0.6425883565212817
-1	-1	0.6214130877830858
1	-1	0.5204048747804502
-1	-1	0.5567202045604142
1	1	0.7178951852078417
-1	-1	0.7259174870545717
-1	1	0.6380592251448087
1	1	0.7938700892669002
-1	-1	0.8039070301974467
1	1	0.6121800977535231
-1	1	0.6320479946554901
1	1	0.6820704083618477
1	1	0.5788588943183992
1	1	0.6044824386277584
1	1	0.5053536836035124
1	-1	0.5818623430658374
-1	-1	0.6855262616759792
-1	-1	0.9618829142175552
-1	-1	0.6767447313736495
1	1	0.53599823351021
1	1	0.9120234168895185
-1	1	0.5753659968732903
-1	-1	0.7071084727403935
-1	-1	0.7680652601695473
1	-1	0.5041026631091862
1	1	0.5352420941771295
1	1	0.5954343887136776
1	1	0.8883976276765784
-1	-1	0.7790485642591313
-1	-1	0.5950133749979507
-1	-1	0.6578608034822326
-1	-1	0.8536663343210781
1	1	0.5568072145464394
-1	-1	0.7253307237818694
-1	-1	0.5860245175342164
-1	-1	0.7700305930959275
1	1	0.5013107026256491
-1	-1	0.8503138761467492
-1	1	0.5721093304934305
1	1	0.6003629522653611
1	1	0.7992801699594105
-1	-1	0.7255818110397116
-1	-1	0.8246506099099621
-1	-1	0.759597184257485
-1	-1	0.7893556878908904
1	1	0.7337201374345744
-1	-1	0.8825090713289789
-1	-1	0.8591455313628044
-1	-1	0.6134309658823404
-1	-1	0.6490919578912778
1	1	0.8203554697306809
-1	-1	0.7970942159587154
-1	-1	0.681440865494105
-1	-1	0.7853592317771885
1	-1	0.6559547340677615
1	1	0.6947141109150202
-1	-1	0.7176049348708432
-1	1	0.540952271067172
1	1	0.7474161543842963
1	1	0.7043509683579631
-1	-1	0.5277508055542927
1	1	0.7336145022727898
-1	-1	0.6626752196933147
1	1	0.7454426453657998
1	1	0.8616670715391456
1	1	0.7644327686372291
1	1	0.820729427202421
-1	-1	0.7039247030830744
-1	-1	0.7070108930698711
1	1	0.7273537690652259
-1	-1	0.6459019160416137
1	1	0.825394026517298
-1	-1	0.5307120755879382
-1	-1	0.8813266793554996
-1	-1	0.7658362824553078
-1	1	0.5784758911528478
-1	-1	0.7212938319882882
1	1	0.5090400846237729
1	1	0.7932421074918836
-1	-1	0.5444668567527307
-1	-1	0.715359760328415
-1	1	0.5216749444116476
-1	-1	0.5298449079981913
-1	-1	0.6009395044054788
1	1	0.671693181211767
-1	-1	0.7899036697189455
-1	-1	0.6802836421104327
-1	-1	0.7235891780193824
-1	-1	0.6731001911044606
1	-1	0.5035941332730897
-1	-1	0.7230782789366965
1	1	0.6463606514831622
-1	-1	0.6701482662961475
1	1	0.6203101439836153
-1	-1	0.9087528301479744
-1	1	0.6620010868917307
1	1	0.7142726036829965
1	1	0.7762258672519083
1	-1	0.5306971407180755
-1	-1	0.6941626760876194
-1	-1	0.7750327156013925
1	1	0.7449904439961248
1	1	0.5302094278880344
1	1	0.6297526551565715
-1	-1	0.7542716586517777
-1	-1	0.8459012296480497
1	1	0.7184679419667225
-1	-1	0.552001330207905
-1	-1	0.6213280782311518
-1	1	0.5796263166814218
1	-1	0.5725515256539091
-1	-1	0.5433170931460772
-1	-1	0.903085463660171
1	1	0.5503198580383362
-1	-1	0.7361666797153018
1	1	0.7569588921925214
-1	-1	0.5652211457616176
1	1	0.6665123031272056
-1	-1	0.5767016132698874
1	1	0.5003443856659997
1	1	0.7270789281309871
-1	-1	0.6418316179000376
1	1	0.7350839626702745
-1	-1	0.8212504023186971
-1	-1	0.609158741788229
1	1	0.8444920504064085
1	1	0.7963554098597309
1	1	0.6161170987519238
1	-1	0.7834816271838371
1	1	0.6925473384245694
-1	-1	0.7674205346463943
1	1	0.6498421110277686
1	1	0.7228859914352044
1	1	0.7713889164291475
1	1	0.6685490671162224
-1	-1	0.9218581407901285
1	1	0.6263927871038811
1	1	0.6402136550633001
-1	-1	0.6426819630325302
1	1	0.7364699224170185
1	-1	0.5512758525403121
-1	-1	0.7445041822621556
-1	-1	0.6618327074693053
1	1	0.6793631123513032
-1	-1	0.6426973067746107
1	1	0.5771165784697767
1	1	0.883043272942865
-1	-1	0.6629961358552766
-1	-1	0.6799083223023288
1	1	0.6322980854473466
-1	-1	0.8182705665831775
-1	-1	0.7996603481501654
1	-1	0.6379108730654337
1	-1	0.5618523388254313
1	1	0.7530936792043822
1	1	0.6961917323413123
1	1	0.6469180229725437
1	1	0.5611952306123805
-1	-1	0.7997487311386641
-1	-1	0.7153738148429862
-1	-1	0.5591813037787794
1	1	0.7499652788564348
1	1	0.6595940221623933
1	1	0.7581632652582798
1	1	0.6048464419360859
1	1	0.5190233401344488
-1	-1	0.904294465070004
1	1	0.5148902950749371
-1	-1	0.8013785495420676
1	1	0.9072450530668242
1	1	0.8313381302405595
-1	-1	0.6816537487087146
-1	-1	0.7437120974178262
1	-1	0.6362832955334021
-1	-1	0.6583479038455762
-1	1	0.5741629714237517
-1	1	0.6100226555638224
-1	-1	0.6272201871822343
1	1	0.6716368877775818
1	1	0.6179407894134632
-1	-1	0.5967416885964949
1	1	0.6101859246370716
-1	-1	0.6198730551380078
1	1	0.6283401386918912
1	1	0.766034368781558
-1	-1	0.7590348614984592
1	1	0.8559037828091619
1	1	0.7348655757206118
1	1	0.8056157412347608
-1	-1	0.7147948050728199
1	1	0.8996487247799584
1	1	0.629744929955422
1	1	0.7571353079491155
1	-1	0.5765950815823924
-1	-1	0.6420163804818225
-1	-1	0.5744223259487062
1	1	0.7967782317592081
1	1	0.6316116023742905
1	1	0.6124857028586775
1	-1	0.6560218206041318
-1	-1	0.8284295817113829
-1	-1	0.6014645334748916
1	1	0.6020142632711506
-1	-1	0.5512789586936684
1	1	0.7969170042648126
-1	-1	0.7850232585562784
-1	-1	0.8775529539817838
1	1	0.7736778850982701
1	1	0.5222051831551683
-1	-1	0.6672232727198053
1	-1	0.5978770114643526
1	1	0.8253229724387127
-1	-1	0.550562978612396
-1	-1	0.574384337949043
1	1	0.8517280922958095
-1	-1	0.6609532683782213
-1	-1	0.9267323864338498
1	1	0.6421716898522949
1	1	0.5942145689130669
1	1	0.7295411991165327
1	1	0.7987172331159549
1	-1	0.8079505379696599
1	1	0.9173036203152571
1	1	0.6221253705392754
-1	-1	0.6950890488343661
1	1	0.7729659933776628
1	1	0.7548962006536275
1	1	0.9115753555384093
1	1	0.6609267497264858
-1	1	0.5575072949380278
-1	-1	0.6159869468213008
1	1	0.6558821356870176
-1	-1	0.6911572927482925
-1	-1	0.7641104723353873
1	1	0.8390453564126744
-1	-1	0.6564040834060929
1	1	0.7870712094426869
-1	-1	0.6628115349534514
1	1	0.637632588726342
-1	-1	0.6947541968186645
-1	-1	0.6715523056351278
-1	-1	0.7567748199498885
1	1	0.8551010754967344
-1	-1	0.7999757506052902
-1	-1	0.737545948147851
-1	-1	0.7860596559751951
1	1	0.6509253218521354
-1	-1	0.5483992372745154
1	1	0.8636970189603247
-1	-1	0.7267596926578579
1	1	0.7482441952225763
1	1	0.6411846843569592
1	1	0.6165528547939461
1	1	0.6351253238979494
1	1	0.6048898082614593
-1	-1	0.7001539656555833
1	1	0.7536189780084169
1	1	0.7971439180486962
-1	1	0.6039291728543845
-1	-1	0.833313779946371
-1	-1	0.7648409760842461
1	1	0.6602270505229154
1	1	0.7152315550864279
-1	1	0.5216598325566582
-1	-1	0.7884163349600792
-1	-1	0.7144994811246863
1	1	0.9483931454512087
-1	-1	0.612621335063158
1	1	0.5516700061937012
1	1	0.7031461056754411
-1	-1	0.7576766350084447
-1	1	0.5997841192054691
1	1	0.8258600373560484
-1	-1	0.6292052887043276
1	-1	0.5763767162174385
1	1	0.6719749378345696
1	1	0.7201599207708537
1	1	0.8274787799099934
1	1	0.6974364627452464
-1	-1	0.6114441237313946
1	1	0.7710175079083923
1	1	0.7791798806217684
-1	-1	0.6968157948053748
-1	-1	0.6113716127890508
1	1	0.7103942519543052
1	1	0.6650546117065195
-1	1	0.5421231317471732
-1	-1	0.8370358464077656
1	1	0.6257208423845869
1	1	0.6919902911450249
1	1	0.6257513701553633
1	1	0.7115489761635755
1	1	0.8344647666077075
1	1	0.8575416263618558
1	1	0.7131913070576793
1	1	0.6989110554171342
1	1	0.744281314084863
1	1	0.7195378261819932
-1	-1	0.7408079878829836
-1	-1	0.5665175347920703
-1	-1	0.6100247450432095
-1	-1	0.6833037845667624
1	1	0.6403984722078268
1	-1	0.5855712598494375
-1	-1	0.6303117061576018
-1	-1	0.7595383700914967
1	1	0.5258902355683687
1	1	0.7160243867715356
1	1	0.6931348308163983
-1	-1	0.6993184655508955
-1	-1	0.7857200166041153
1	1	0.5008082816104431
-1	-1	0.7726492283211882
-1	-1	0.5589222003350631
1	1	0.6188414252336083
1	1	0.7375087289384722
1	1	0.6676266037821713
1	1	0.6744790415402394
-1	-1	0.798001622587326
1	1	0.840606522445653
-1	-1	0.6956165102592472
-1	-1	0.5977352740494921
-1	-1	0.9333221513891005
1	1	0.5860599615828447
1	-1	0.6285792943083834
-1	-1	0.735193048544438
1	1	0.8200628841076238
-1	-1	0.6412022172856846
-1	-1	0.631520969383728
1	1	0.6333121126017993
1	-1	0.739975507438642
1	1	0.7336784994878491
1	1	0.6729237467501047
1	1	0.6787033597970124
1	1	0.8447453862129841
-1	-1	0.6947147234125031
